suburb,state,postcode,seed_priority,market_tier,confidence,why_included,research_basis,source_url,in_original_file
Modbury,SA,5092,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Mount Barker,SA,5251,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Mount Gambier,SA,5290,P3,regional_or_secondary_business_hub,medium,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Murray Bridge,SA,5253,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Port Adelaide,SA,5015,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Port Lincoln,SA,5606,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Prospect,SA,5082,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Whyalla,SA,5600,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Canberra,ACT,2601,P1,capital_cbd_or_professional_office_hub,high,Capital-city CBD or professional-body office hub,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,TRUE
Barton,ACT,2600,P2,metro_commercial_cluster,medium,Metro commercial / government / advisory cluster,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Belconnen,ACT,2617,P2,metro_commercial_cluster,medium,Metro commercial / government / advisory cluster,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Braddon,ACT,2612,P2,metro_commercial_cluster,medium,Metro commercial / government / advisory cluster,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Deakin,ACT,2600,P2,metro_commercial_cluster,medium,Metro commercial / government / advisory cluster,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Fyshwick,ACT,2609,P2,metro_commercial_cluster,medium,Metro commercial / government / advisory cluster,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Greenway,ACT,2900,P2,metro_commercial_cluster,medium,Metro commercial / government / advisory cluster,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Gungahlin,ACT,2912,P2,metro_commercial_cluster,medium,Metro commercial / government / advisory cluster,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Phillip,ACT,2606,P2,metro_commercial_cluster,medium,Metro commercial / government / advisory cluster,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Hobart,TAS,7000,P1,capital_cbd_or_professional_office_hub,high,Capital-city CBD or professional-body office hub,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,TRUE
Kingston,TAS,7050,P2,metro_commercial_cluster,medium,Metro commercial / government / advisory cluster,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
New Town,TAS,7008,P2,metro_commercial_cluster,medium,Metro commercial / government / advisory cluster,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
North Hobart,TAS,7000,P2,metro_commercial_cluster,medium,Metro commercial / government / advisory cluster,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Sandy Bay,TAS,7005,P2,metro_commercial_cluster,medium,Metro commercial / government / advisory cluster,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Burnie,TAS,7320,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Devonport,TAS,7310,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Launceston,TAS,7250,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Darwin,NT,0800,P1,capital_cbd_or_professional_office_hub,high,Capital-city CBD or professional-body office hub,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,TRUE
Palmerston,NT,0830,P2,metro_commercial_cluster,medium,Metro commercial / government / advisory cluster,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Alice Springs,NT,0870,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
Katherine,NT,0850,P3,regional_or_secondary_business_hub,low,Regional city centre or secondary suburban commercial node,"Heuristic seed based on CPA Australia / CA ANZ office locations, accounting-services industry classification, and suburb-postcode reference. Validate with CPA/CA directory counts before production use.",https://www.cpaaustralia.com.au/contact-us | https://www.charteredaccountantsanz.com/contact-us | https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-industrial-classification-anzsic/2006-revision-2-0/detailed-classification/m/69/693/6932 | https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/address-data/postcode-data | https://github.com/matthewproctor/australianpostcodes,FALSE
